date,35,48,57,58,61,63,65,66,68,73,75,76,79,82,84,87,89,90,93,94,95,98,101,104,105,106,107,109,110,112,113,115,117,119,120,122,123,124,126,127,129,130,131,132,135,136,137,139,140,142,143,145,147,148,149,151,154,166,179,180,181,182,183,184,185,186,187,188,189,190,191,195,199
1 days,0.130835658884841,0.46263307031202683,-0.3810840658534316,-0.2751989504046916,-0.19876767479666485,-0.24063277277990963,-0.20113157972983073,-0.2839078596676043,-0.2664166818413371,-0.33061941677060785,-0.3748225113852968,-0.3680516824257544,-0.3078344742364554,-0.3011385141568361,-0.28634231610202404,-0.38896730935582624,-0.3909729149218384,-0.07607862771062668,-0.38652643272594106,0.024892243785844512,0.4376141036612836,-0.31779120940916783,0.12045479751299833,-0.3994162932007332,-0.42681971367114485,-0.40169177032182984,-0.3223028965738039,4.208315218227311,4.4464271498002095,4.1266691983387815,-0.11686847336186779,-0.13808345910611164,2.7184538340310778,-0.08119027493869761,-0.14267021056747792,-0.10624643564805748,-0.4556862343893258,0.6745315936101963,-0.45789140224847674,-0.41919904840027905,-0.3222754879847655,-0.49794263372763187,-0.2755095700026408,-0.5028262769545622,-0.48323041579694664,-0.34896444987202896,-0.28198572164508895,-0.46102831115921994,0.45646041523374775,-0.3334484113153091,-0.49307267615777667,-0.3723491341982048,1.2495360311799337,-0.2767005886610595,-0.2681161362777268,-0.35174972479741595,0.3981732087787543,-0.41417516770501867,0.04442522803589942,-0.4839172484816171,-0.4742664901903552,-0.344003938025689,-0.4720832306121107,-0.023176894334811227,-0.4710156388918746,-0.43503714568945695,-0.3981585484061275,-0.354033710761559,-0.40568883076429013,-0.35221766684294104,-0.1625460893616468,-0.17570872158220796,-0.4198416844911371
2 days,0.18928572768067725,0.4874578613204939,-0.37569803119854656,-0.2654197667409896,-0.19431973621060764,-0.2357260383056913,-0.20612977789094175,-0.28893490050428217,-0.26762193545493723,-0.3272754980809028,-0.37188872000249845,-0.3662777114008324,-0.299157131243617,-0.3064299172109331,-0.27862296612956244,-0.3801100686798552,-0.3880832261912767,-0.07770164804831507,-0.38490602744678404,0.04669938017385223,0.4571697719678238,-0.31297432258833713,0.1519646892334085,-0.39290201886513754,-0.4246684700158503,-0.40072959699670596,-0.3194122739977043,4.197219089313789,4.434069762068678,4.111511504805688,-0.12358248485372302,-0.1439757860405126,2.711138302175307,-0.08866193792363361,-0.1422981898480376,-0.10690107819392827,-0.4599858616596462,0.7380027679159211,-0.46169937588394855,-0.4214794997662546,-0.32988355370737404,-0.499434842616104,-0.28881208772664657,-0.5177761558078692,-0.4961474906333274,-0.35194644199048325,-0.2883250821979384,-0.4725498579967283,0.528868973579135,-0.34182654395414025,-0.49719436352511776,-0.3873753603553001,1.1993014611454387,-0.2928283012036698,-0.2733725885413304,-0.3675859792965776,0.46984822452626135,-0.4306760239295967,0.030252335726798973,-0.508793497165024,-0.500408249513414,-0.36830473520118895,-0.48638946469500155,-0.031286661316166614,-0.47594981546854265,-0.439238192556872,-0.3970046645904524,-0.3594137517541279,-0.4174756388178046,-0.3442223901163407,-0.14774078489511458,-0.19440315412289605,-0.43285018056413
3 days,0.2534306783466419,0.5145094212335305,-0.369601843383183,-0.25454769109104436,-0.1893400052075153,-0.230222584664528,-0.21152539140193277,-0.29432316457393265,-0.26882026350465243,-0.32344634463265465,-0.36848924235133673,-0.36415547418261024,-0.2894800242174023,-0.31210045473125286,-0.27000833658343576,-0.3701970885828751,-0.3847245790905314,-0.07944864042194369,-0.38294376853900386,0.07064249999999439,0.4784450662243305,-0.3075331817523694,0.18652109841010164,-0.3855578298621998,-0.4221040919101209,-0.39948324624771253,-0.3160849820892814,4.183045724676151,4.418398640400207,4.092915063675648,-0.1309026309991106,-0.1503833184909258,2.7018204113838027,-0.0968311783267308,-0.14182225445663846,-0.1075700945901637,-0.46449407007442145,0.8074069609819998,-0.46566646929542627,-0.42378687488481626,-0.3380889482088197,-0.5008392124042155,-0.30329481643561573,-0.5339612993628375,-0.5101088655652548,-0.3550575693435778,-0.2951558188994189,-0.4849887327411092,0.6081935979615334,-0.3508725784790961,-0.5014894778620732,-0.40370589629257375,1.1435302222651182,-0.3104139083090855,-0.2790203046097068,-0.3848160344547857,0.5483945468856698,-0.44860669908784,0.01466264809738072,-0.5358915462197206,-0.5289009964269078,-0.3948366336412649,-0.5018820695159473,-0.0401842066414375,-0.48114783959458557,-0.4436478486486795,-0.3955493884173221,-0.36515671443499426,-0.43023199464155387,-0.3352735953971032,-0.13140070136807244,-0.21485589221056417,-0.44694187118823586
4 days,0.3240346152880348,0.5440514646088846,-0.3626663580262997,-0.2424104982338373,-0.18373915215730746,-0.22402067654469124,-0.21735538357141929,-0.3000976353554779,-0.2699880231923215,-0.31903773033823335,-0.36452874718649697,-0.361606200993008,-0.27864082486835573,-0.31817608034149397,-0.260352154027624,-0.35905150785095935,-0.38079982084467945,-0.08132999904522303,-0.3805601850363543,0.09701025674038613,0.5016367946466886,-0.30135572895383705,0.2245284883911108,-0.37723671651325535,-0.41903397164389494,-0.39787980648981275,-0.3122341146488296,4.16501764675266,4.398583824092514,4.07006014091165,-0.13890146798888559,-0.15736442671622122,2.689995952094413,-0.10578604052845371,-0.141216102139866,-0.10824638885034556,-0.469200427368951,0.8834943695548368,-0.46977532908168695,-0.4260891211037066,-0.34694552723612637,-0.502101358271062,-0.31909494513403414,-0.5515070226622265,-0.5252155290198759,-0.3582856778044796,-0.30252079690280215,-0.49843053064609066,0.695336889467057,-0.360649025865148,-0.5059396158081814,-0.42148657355025687,1.0813621334380825,-0.32963229895559976,-0.2850897029593917,-0.40359965950195964,0.6347136501364784,-0.46812654667312537,-0.0025404904319720673,-0.5654726203134085,-0.5600243643277225,-0.42387404545935203,-0.5186823235726797,-0.049974796894791194,-0.48660549635777783,-0.44825744492664354,-0.39371776585655693,-0.3712818384288128,-0.4440553174482912,-0.32521146826781194,-0.11330305743080149,-0.23729132519534366,-0.46222844057895784
5 days,0.4019753818257603,0.5763771644476281,-0.3547337462209994,-0.22880317723729424,-0.17740952747074928,-0.21699737984549516,-0.22365764873800803,-0.30628045364424844,-0.2710917059471422,-0.31393326671615607,-0.35988853469392346,-0.35853044412216045,-0.2664451663493287,-0.32467964896962986,-0.2494790650961867,-0.346460301269715,-0.3761877726815736,-0.08335592190927683,-0.3776545873384505,0.12613484635951314,0.5269615829634585,-0.29430531890188033,0.2664503265375556,-0.3677598233706075,-0.4153413291681707,-0.39582579438360094,-0.307751917225122,4.142139776204228,4.373564140230292,4.041904856762927,-0.14765990138393484,-0.1649831639242609,2.6750198472789615,-0.11562612315741755,-0.14044606203978774,-0.10891928714082776,-0.47408221378181703,0.967114045360416,-0.473995204563107,-0.4283394493301392,-0.3565078172700596,-0.503146897302397,-0.3363641701184637,-0.5705459988593956,-0.5415725685326197,-0.36160856676249076,-0.3104628173604834,-0.51296311388639,0.7913287193379517,-0.37122012877611255,-0.5105119906856034,-0.44087677980133383,1.0117761968347514,-0.35067860467819456,-0.2916095607878361,-0.4241127938283546,0.7298354741725622,-0.489409561967625,-0.021584840709113668,-0.5978265224916672,-0.5940896055971014,-0.45572526019386467,-0.5369189677929684,-0.0607792469629075,-0.49230687409301743,-0.4530467789334505,-0.39141404180141864,-0.3778029971026972,-0.459048399450759,-0.31384349859515703,-0.09318720089223814,-0.2619640219099123,-0.47882879455140004
6 days,0.488255433790641,0.6118076013378563,-0.34561053451887247,-0.21348160983447328,-0.17022117092762296,-0.20900383562536026,-0.23046906350230895,-0.3128877206537494,-0.27208416498344934,-0.3079886568415237,-0.3544202107531659,-0.3548021099114181,-0.25266006939617935,-0.33162751696703985,-0.23717859906331482,-0.3321664366275689,-0.3707366690354737,-0.08553561480328532,-0.37409885298658196,0.15839642666581258,0.5546535437499583,-0.28621484333680036,0.3128141895023791,-0.35690896321458937,-0.4108782704654622,-0.3932008555621317,-0.30250426680762194,4.113133214252521,4.34197710001681,4.007119312085257,-0.1572668917568036,-0.17330846966650518,2.6560633451902906,-0.1264629920845784,-0.13946885069923595,-0.109573071608385,-0.4790984618571926,1.0592176334071406,-0.4782758460227831,-0.4304704826676846,-0.3668278048759326,-0.5038742303904559,-0.35526744559122436,-0.5912139271937454,-0.5592846885716466,-0.36498935647280756,-0.31902173830755726,-0.5286721589010908,0.8973352379696015,-0.3826486509702086,-0.5151528665711415,-0.46204712100081513,0.9335606118158006,-0.3737675535492029,-0.29860410689898853,-0.44654569948795075,0.834928155495014,-0.5126417346709788,-0.0427330595186103,-0.63326977207836,-0.6314381541141771,-0.4907325765208649,-0.5567241978477211,-0.07273535257625241,-0.49821831144009043,-0.4579784458486226,-0.3885153721736514,-0.3847245155551495,-0.47531585022041417,-0.30093738406760545,-0.07074888882760841,-0.28916017974562586,-0.49686555910940455
7 days,0.5840076000679182,0.650686015501198,-0.33505915986288703,-0.196155625986175,-0.16201717151889714,-0.19985971127355026,-0.2378221556000316,-0.3199245046743561,-0.2728994252010603,-0.3010245594560206,-0.34793772010254725,-0.3502607947900413,-0.23700649915180586,-0.3390242398662254,-0.22319829490604895,-0.3158597724308387,-0.3642558719247584,-0.08787599287925836,-0.36972941284255484,0.19422574806792645,0.5849582753963558,-0.27687964184064895,0.3642138637043229,-0.3444176409096756,-0.40545688635374927,-0.3898495400514381,-0.2963237684557521,4.076348932143771,4.302067613705495,3.9640003381018354,-0.16781806627114734,-0.18241223633459736,2.6320582439535207,-0.1384196190460921,-0.13822864656134512,-0.11018493556669669,-0.4841814005908815,1.1608549085824726,-0.4825388338512429,-0.43238614509390444,-0.3779495416664321,-0.5041447325320781,-0.3759793478763866,-0.6136415577164896,-0.5784483378013104,-0.36836989136877574,-0.3282297084851621,-0.5456335301838487,1.014660085018023,-0.39499036793655523,-0.5197782242664637,-0.4851740836916909,0.8452804062143233,-0.39913021616185224,-0.306088379209968,-0.47109815452117615,0.9513003053419004,-0.5380150809935215,-0.06628562935628593,-0.6721394356437663,-0.6724358322498852,-0.5292688671515574,-0.5782262153225126,-0.08599858843253667,-0.5042796240273693,-0.4629896841604706,-0.38486364293801906,-0.39203481627848014,-0.492957622604089,-0.2862127915039186,-0.045634889106204855,-0.31919677231053567,-0.5164584969074716
8 days,0.6904898810509515,0.6933648347823664,-0.32278805424325663,-0.17648201909442196,-0.15260854459773837,-0.18934698442075032,-0.24573963698668877,-0.3273771846880301,-0.2734456031853078,-0.29281794704229935,-0.34020752345601485,-0.34470210684201646,-0.2191514846512644,-0.3468544525359483,-0.20723636048821126,-0.2971670375936542,-0.3565056197364647,-0.09037962075016016,-0.36433707960450884,0.23410284540873452,0.6181207086590351,-0.2660492429955654,0.42130522126814723,-0.32996068698491765,-0.3988380314682038,-0.3855707101936667,-0.28900131975105314,4.029656833765177,4.251570795116097,3.9103628388103684,-0.17941242854459996,-0.19236548258987884,2.6016252335253904,-0.15162801225648825,-0.13665332884879544,-0.11072215482045061,-0.48922427889583986,1.2731540490845465,-0.48666535836208646,-0.4339505098357863,-0.3899003965401588,-0.503769542714026,-0.3986763944156023,-0.6379409509143559,-0.5991385474142575,-0.3716614245336247,-0.33810352265984933,-0.5639007472371147,1.1447301622477926,-0.40828500076721763,-0.524260601567577,-0.5104297421771227,0.7452458958818121,-0.42700620892385166,-0.3140609790618282,-0.49796968063201674,1.0803883455187242,-0.565716200990561,-0.09258161057849043,-0.7147795907052414,-0.7174595320127611,-0.5717277590027408,-0.6015363193748066,-0.10074125366726946,-0.510391503712628,-0.46798074803329626,-0.3802549771584435,-0.3996968981194204,-0.5120579349509603,-0.26933228251314734,-0.01743912396934232,-0.35241634644738046,-0.5377130188600403
9 days,0.8090593425725707,0.7401807414969364,-0.30844067848630913,-0.1540588089250692,-0.14176911920141258,-0.17720357629503827,-0.2542257109265212,-0.3352019313132057,-0.27359539906363955,-0.2830920994479296,-0.33093693569984617,-0.3378658045801131,-0.19870086348080923,-0.3550706661151309,-0.18893479328905385,-0.2756418831903127,-0.34718479976143607,-0.0930415235032273,-0.35765450130524995,0.27854811168155647,0.6543629767050195,-0.25341834007202807,0.48479044847743763,-0.3131430859085169,-0.39071760394759586,-0.38010423445150066,-0.2802762193417927,3.970306729982253,4.1875653044063155,3.843405047159986,-0.1921458960512262,-0.20323147362084978,2.5629841437471232,-0.16622368661577924,-0.13464976277753551,-0.11113823137302138,-0.494064273383394,1.3972751773630017,-0.49047923472870136,-0.4349726962967782,-0.4026772753542885,-0.5024920745926184,-0.42352274426695313,-0.6641828361643402,-0.6213877092590572,-0.37473164358327643,-0.3486326817263986,-0.5834850349052246,1.2890532803615498,-0.4225417704940919,-0.5284107953537881,-0.5379635265885387,0.6314887964991077,-0.4576283073008018,-0.3224930042882521,-0.5273417117822635,1.2237164095226436,-0.5959060776515229,-0.12199490132015398,-0.7615156495740273,-0.7668713982690695,-0.6185029291019299,-0.6267275493203754,-0.11714867884167443,-0.5163976698644828,-0.47279855394751447,-0.37442662000686977,-0.4076343012556028,-0.5326671054191408,-0.2498922958463585,0.014297373204463604,-0.3891741195192798,-0.5607010844290128
