,0
2,-0.7388166528161632
3,-0.6322668541133861
5,-0.45353455189976455
6,-0.5579173580657621
10,-0.7846794659488108
12,-1.0956418394065768
21,-0.3874735636888683
22,-0.4360637689751382
23,-0.725469338031685
24,-0.18593445410794698
26,-1.0267395039075575
27,-0.2994201593711734
28,-0.6111291990327237
30,0.08486294076917762
34,0.08008650741990625
35,0.16154799853788457
36,0.19049570519420594
37,0.007867768826545978
38,0.39190532628242897
39,0.1370837821802462
48,0.04377201505304225
53,0.23761676166249163
54,-0.5704017187164422
56,-2.354172392025177
63,-0.3820260753164701
64,-0.38530814984348
65,-0.47071215967051566
67,-0.6043295186355557
73,-0.774680051178442
74,-0.28882305915147993
75,0.23000866905824702
76,-1.263149225273683
77,-1.2069643137233612
78,0.17969602505914806
80,-0.5973687431361736
82,-0.6760063460167873
83,-0.08323008956556574
86,0.2659814361235149
87,-0.05577159217204118
88,-0.004706209373692345
89,0.27121375012631227
91,-0.4543974627835211
92,-0.5005775819610638
93,-0.22457912580416917
94,-0.8641345841070837
95,-0.6561318645277469
99,0.4019579501223996
102,-0.6409886950507621
104,0.09719728434226178
105,-1.0203387990857962
106,0.5664399050804704
108,-0.3508466405814999
109,-0.8396221886018117
110,0.22872995695272025
111,0.35449893912790426
112,-1.4950535075210734
116,-1.4712741043154312
117,-0.6246155506166363
118,0.2347518836135302
119,-0.5875993017236008
120,0.34991881339100633
125,0.09957482682810449
126,-0.7127701827098589
127,0.0730437960240084
128,-0.7167908883728438
129,0.11114910209210566
131,-0.13698030544904588
133,0.08779989418563357
134,-0.002230082995354227
136,0.11086888734479883
138,-0.19851034793032538
139,-0.4902862309880048
141,-0.12405805302798215
142,0.21478572527905812
145,-0.9134971244535686
146,-0.927327736389622
153,0.09646215578874233
155,-0.19539253890613342
156,0.10754904234068859
158,-2.778662632649081
159,-1.1290769861222145
161,0.578173004717269
167,-1.9930895408571345
178,-2.5519209152996933
198,-0.5174891505824069
199,-0.3653166171118143
200,-0.46072415846867465
201,-0.48172519487846993
202,-0.5968197630122857
203,-0.6352219790472967
204,-0.3772605257807272
205,-0.30152740198352973
206,-0.4867189781942762
207,-0.5374540736790487
r100,0.48228385611705316
r101,0.9197964178186769
r102,1.0012102040498596
r103,0.8231426371221219
r104,0.45922285404840724
r105,0.5504189923783952
r106,0.8587284135375965
r108,0.9358079135377331
r109,0.2971294509396571
r116,0.7708617794671027
r117,0.7597108533866295
r118,0.9763436467997378
r119,0.5410814346734532
r120,1.1007592623845504
r121,0.8122176590548627
r122,0.5144379421283902
r123,0.5508283586408098
r125,1.025382402893033
r126,1.0185944199580885
r127,0.5883646374594309
r128,1.0382958109196005
r137,0.3632427954231528
r138,1.2134816879717503
r139,0.5320950504470124
r140,0.4172818430335215
r141,1.0274568380648479
r142,1.028595897279699
r143,0.5363796532538058
r144,0.6141419216390784
r145,1.107712787159826
r146,0.6734410562932449
r153,-1.0959286711863723
r154,-2.375390955796299
r157,1.0047527543658938
r158,0.5499148027187329
r159,0.9223373060660555
r160,0.5820174210551965
r162,0.6675803705674666
r172,0.9042263050399799
r175,0.8521764441158822
r177,0.8572634990067766
r179,0.5102185065503875
r181,0.6004493526578524
r182,0.7351629672535732
r183,0.4478280899266624
r191,-0.08228282552615
r192,-0.04358824060659343
r195,0.7959462536389014
r196,0.6597195475345589
r198,0.11915820095670197
r212,0.06499452799031182
r222,-0.47590957778038656
r223,-0.4008610581720417
r224,-0.4983033045372161
r225,-0.154139237698877
r243,0.4834839192137753
r253,-0.1378805534422237
r254,-0.25054412031336654
r256,-0.1741297458958581
r257,0.004544553327057627
r258,0.2512711064731836
r259,0.30186550938814716
r276,-0.24623390601610823
r278,0.0484338058071876
r292,0.2118362647976039
r324,-0.1487848232992226
r325,-0.3715810101498931
r328,-0.4256213822303277
r367,0.5509495877359889
r368,0.9337010857320429
r369,0.8993586543091616
r370,1.015027981038186
r371,0.9533174348192699
r372,0.5529543796525391
r373,0.5256565285957362
r374,0.4202702397803668
r375,0.31384638028010237
r376,0.5287815767033713
r377,0.5428906880720441
r378,-0.023071570279705696
r379,0.03778497184787455
r380,0.3126330768108449
r382,0.5561329005436225
r383,0.5789376525515837
r384,0.4375548460245366
r385,0.37078948640274056
r386,-0.34886378207586505
r387,-0.13166066892850514
r388,-0.06905417034775278
r389,0.006115669792603908
r390,-0.29396855085108187
r391,-0.3141692786009084
r392,-0.18938926166609432
r393,-0.5731167846207637
r394,-1.0510987937801417
r395,-0.6612693255609234
r396,-0.776640856839063
r397,-0.7480572256349073
r398,-0.545241155042751
r399,-0.4137313305811148
r400,-0.4464361236385174
r401,-0.6125809895360225
r402,-0.47276355175001955
r403,-0.30499323937279305
r404,-0.30158196007095806
r60,0.3929016129668192
r61,0.17535074263227285
r62,-0.10200012135105298
r63,-0.07328607970340004
r64,0.1897159746935482
r65,-0.12636501594366578
r66,-0.06668144778808775
r67,-0.05649035306845821
r71,0.08347052054278295
r72,-0.03581414162411953
r73,0.1002000989411373
r77,1.0056191626188682
r78,0.8429986986607141
r79,0.6847147484462989
r85,0.20932540855170106
r87,0.3946246345291275
r89,0.4903826652923187
r90,0.38365192048977775
r91,0.6920783949847007
r92,0.8818305350654168
r93,0.8067917885376931
r94,1.001552635484585
r95,0.35902580672488865
r96,0.6280212906169758
r97,0.6656227397125517
